"Strains","gene","aa_percent","id_ori","serotype","source","fasta_name","gene_class","species"
"Streptococcus_pneumoniae_12798236","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_12798236","003","IPD","Streptococcus_pneumoniae_12798236.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_KBR0042","pfbA",87.4,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0042","nanB",99,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","psaA",99.7,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","iga",92.2,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","pavB/pfbB",86.5,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0042","cbpD",98.7,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","hasC",84.8,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_KBR0042","srtC-3/srtD",100,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","srtC-2/srtC",95.6,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","srtC-1/srtB",93.6,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","rrgC",97.2,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","rrgB",99.8,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","rrgA",98.5,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","gndA (non-streptococcal)",70.6,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_KBR0042","cpsI (non-streptococcal)",72.6,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_KBR0042","cps4D",93.4,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","cpsC",86.5,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","cps4B",86.8,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","cps4A",94.6,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","hysA",98.5,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","lytA",99.7,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","ply",100,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","srtG1",100,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0042","pitB",100,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0042","sipA",100,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0042","pavA",99.3,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0042","pce/cbpE",93.9,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","cbpG",0,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","pspA",0,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","zmpC",0,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0042","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_KBR0042","19F","Carriage","Streptococcus_pneumoniae_KBR0042.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_RMD139","pfbA",99.9,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_RMD139","nanB",99.1,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","psaA",99.7,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","iga",82.4,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","pavB/pfbB",98,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_RMD139","cbpD",99.5,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","hasC",85.9,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_RMD139","srtC-3/srtD",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","srtC-2/srtC",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","srtC-1/srtB",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","rrgC",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","rrgB",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","rrgA",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","gndA (non-streptococcal)",70.8,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_RMD139","cpsI (non-streptococcal)",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_RMD139","cps4D",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","cpsC",89.1,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","cps4B",78.2,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","cps4A",96.1,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","hysA",98.8,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","lytA",100,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","ply",100,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","srtG1",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_RMD139","pitB",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_RMD139","sipA",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_RMD139","pavA",99.8,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_RMD139","pce/cbpE",98.4,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","cbpG",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","pspA",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","zmpC",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RMD139","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_RMD139","003","Carriage","Streptococcus_pneumoniae_RMD139.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_12703222","pfbA",87.4,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12703222","nanB",98.9,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","psaA",99.7,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","iga",92.2,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","pavB/pfbB",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12703222","cbpD",98.7,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","hasC",84.8,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_12703222","srtC-3/srtD",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","srtC-2/srtC",95.6,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","srtC-1/srtB",93.6,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","rrgC",97.2,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","rrgB",99.8,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","rrgA",98.5,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","gndA (non-streptococcal)",70.6,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_12703222","cpsI (non-streptococcal)",72.6,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_12703222","cps4D",93.5,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","cpsC",86.5,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","cps4B",86.8,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","cps4A",94.6,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","hysA",98.5,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","lytA",99.7,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","ply",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","srtG1",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12703222","pitB",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12703222","sipA",100,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12703222","pavA",99.3,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12703222","pce/cbpE",93.5,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","cbpG",0,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","pspA",0,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","zmpC",0,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12703222","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_12703222","19F","IPD","Streptococcus_pneumoniae_12703222.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_MA0126A","pfbA",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0126A","nanB",99.3,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","psaA",99.7,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","iga",92.2,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","pavB/pfbB",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0126A","cbpD",98.7,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","hasC",84.8,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_MA0126A","srtC-3/srtD",99.6,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","srtC-2/srtC",95.6,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","srtC-1/srtB",93.6,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","rrgC",97.2,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","rrgB",99.8,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","rrgA",98.3,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","gndA (non-streptococcal)",70.6,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_MA0126A","cpsI (non-streptococcal)",72.6,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_MA0126A","cps4D",93.8,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","cpsC",86.5,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","cps4B",86.8,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","cps4A",94.8,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","hysA",98.7,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","lytA",81.7,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","ply",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","srtG1",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0126A","pitB",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0126A","sipA",100,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0126A","pavA",99.3,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0126A","pce/cbpE",93.5,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","cbpG",0,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","pspA",0,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","zmpC",0,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0126A","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_MA0126A","19F","Carriage","Streptococcus_pneumoniae_MA0126A.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_LB1270","pfbA",87.4,"Streptococcus pneumoniae_IDN_LB1270","19F","Carriage","Streptococcus_pneumoniae_LB1270.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_LB1270","nanB",98.9,"Streptococcus pneumoniae_IDN_LB1270","19F","Carriage","Streptococcus_pneumoniae_LB1270.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
